"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Patty Mills",4500,"Mia@SA 08:30PM ET",20.725,"SA"
"PG","Patrick Beverley",4400,"Phi@Hou 08:00PM ET",0,"Hou"
"SF","Rondae Hollis-Jefferson",4400,"Bkn@LAC 10:30PM ET",20.528,"Bkn"
"SG","E'Twaun Moore",4400,"Bos@NO 08:00PM ET",21.350,"NO"
"SG/SF","Josh Richardson",4400,"Mia@SA 08:30PM ET",15.688,"Mia"
"PF/C","Dwight Powell",4300,"Dal@NY 07:30PM ET",17.625,"Dal"
"PF","Terrence Jones",4300,"Bos@NO 08:00PM ET",19.278,"NO"
"PF","Domantas Sabonis",4200,"OKC@Det 07:30PM ET",16.225,"OKC"
"PF","Ersan Ilyasova",4200,"Phi@Hou 08:00PM ET",20.000,"Phi"
"SG/SF","James Ennis",4200,"Mem@Uta 09:00PM ET",22.139,"Mem"
"SG/SF","Bojan Bogdanovic",4200,"Bkn@LAC 10:30PM ET",20.972,"Bkn"
"SG","Dion Waiters",4200,"Mia@SA 08:30PM ET",21.094,"Mia"
"SG","Seth Curry",4100,"Dal@NY 07:30PM ET",18.844,"Dal"
"SG","Danny Green",4100,"Mia@SA 08:30PM ET",18.625,"SA"
"SF","Vince Carter",4000,"Mem@Uta 09:00PM ET",20.639,"Mem"
"C","Bismack Biyombo",4000,"Orl@Ind 07:00PM ET",17.611,"Orl"
"PG","Isaiah Whitehead",4000,"Bkn@LAC 10:30PM ET",13.250,"Bkn"
"SG","J.J. Redick",4000,"Bkn@LAC 10:30PM ET",18.425,"LAC"
"PF","Richaun Holmes",3900,"Phi@Hou 08:00PM ET",17.969,"Phi"
"SG/SF","Joe Johnson",3900,"Mem@Uta 09:00PM ET",20.136,"Uta"
"SG","Jamal Crawford",3900,"Bkn@LAC 10:30PM ET",18.600,"LAC"
"C","Justin Hamilton",3900,"Bkn@LAC 10:30PM ET",21.083,"Bkn"
"C","Tyler Zeller",3900,"Bos@NO 08:00PM ET",19.944,"Bos"
"SG/SF","Andre Roberson",3800,"OKC@Det 07:30PM ET",19.675,"OKC"
"PG","Shelvin Mack",3800,"Mem@Uta 09:00PM ET",15.114,"Uta"
"SF","Justin Anderson",3800,"Dal@NY 07:30PM ET",18.500,"Dal"
